source_file,sheet_name,rule_type,max_row,max_column,header_row,headers_json,field_mapping_json,sample_rows_json
国家医保智能监管两库_官方公开附件_截至2026-07-10/第八批-4_医疗服务项目周期超频次.xlsx,“医疗服务项目周期超频次”规则对应知识点明细,frequency_limit,20,8,4,"[""序号"", ""医疗服务项目名称"", ""频次上限"", ""周期（天）"", ""检出逻辑"", ""逻辑依据"", ""项目代码供参考 （国家医保局全国医疗服务项目）"", ""备注""]","{""item_name"": [""医疗服务项目名称""], ""frequency"": [""频次上限"", ""周期（天）""], ""item_code"": [""项目代码供参考 （国家医保局全国医疗服务项目）""], ""rule_condition"": [""备注""]}","[[""1"", ""血清果糖胺测定"", ""1"", ""7"", ""在设定的周期内超出限定支付数量"", ""诊疗规范：血清果糖胺（糖化清蛋白）水平反映近2-3周的平均血糖水平。"", ""002503020020000"", ""各省依据国家项目代码，配置规则知识点中各省项目代码""], [""2"", ""糖化血红蛋白测定"", ""1"", ""15"", ""在设定的周期内超出限定支付数量"", ""诊疗规范：糖化血红蛋白水平反映近2-3个月的平均血糖水平。"", ""002503020030000"", ""各省依据国家项目代码，配置规则知识点中各省项目代码""], [""3"", ""糖化血红蛋白测定(色谱法)"", ""1"", ""15"", ""在设定的周期内超出限定支付数量"", ""诊疗规范：糖化血红蛋白水平反映近2-3个月的平均血糖水平。"", ""002503020030100"", ""各省依据国家项目代码，配置规则知识点中各省项目代码""], [""4"", ""糖化血红蛋白测定(各种免疫学方法)"", ""1"", ""15"", ""在设定的周期内超出限定支付数量"", ""诊疗规范：糖化血红蛋白水平反映近2-3个月的平均血糖水平。"", ""002503020030200"", ""各省依据国家项目代码，配置规则知识点中各省项目代码""], [""5"", ""平衡试验"", ""1"", ""14"", ""在设定的周期内超出限定支付数量"", ""评定间隔时间不短于14天。（人社部发〔2016〕23号）"", ""003104010220000"", ""各省依据国家项目代码，配置规则知识点中各省项目代码""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第六批_药品限支付疗程.xlsx,“药品限支付疗程”规则对应知识点明细,treatment_course_limit,35,5,4,"[""序号"", ""药品通用名"", ""检出逻辑"", ""逻辑依据（2024版国家药品目录备注）"", ""知识点对应              药品代码数量""]","{""item_name"": [""药品通用名""], ""rule_condition"": [""逻辑依据（2024版国家药品目录备注）""], ""item_code"": [""知识点对应              药品代码数量""]}","[[""1"", ""奥扎格雷氨丁三醇注射用浓溶液"", ""使用药品的日期总计超过限制天数"", ""限新发的急性血栓性脑梗死，支付不超过14天。"", ""2""], [""2"", ""奥扎格雷钠注射液"", ""使用药品的日期总计超过限制天数"", ""限新发的急性血栓性脑梗死，支付不超过14天。"", ""39""], [""3"", ""吡拉西坦注射液"", ""使用药品的日期总计超过限制天数"", ""限脑外伤所致的脑功能障碍患者，支付不超过14天。"", ""124""], [""4"", ""丁苯酞氯化钠注射液"", ""使用药品的日期总计超过限制天数"", ""限新发的急性缺血性脑卒中患者在发作48小时内开始使用，支付不超过14天。"", ""1""], [""5"", ""丁苯酞软胶囊"", ""使用药品的日期总计超过限制天数"", ""限新发的急性缺血性脑卒中患者在发作72小时内开始使用，支付不超过20天。"", ""5""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第六批_药品限支付疗程.xlsx,“药品限支付疗程”知识点对应药品代码,treatment_course_limit,1151,4,2,"[""对应知识点序号"", ""药品通用名"", ""序号"", ""药品代码""]","{""item_name"": [""药品通用名""], ""item_code"": [""药品代码""]}","[[""1"", ""奥扎格雷氨丁三醇注射用浓溶液"", ""1"", ""XB01AXA223B004010180963""], ["""", """", ""2"", ""XB01AXA223B004010280963""], [""2"", ""奥扎格雷钠注射液"", ""1"", ""XB01AXA223B002010100156""], ["""", """", ""2"", ""XB01AXA223B002010101157""], ["""", """", ""3"", ""XB01AXA223B002010101333""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十一批-1_中药饮片单复方均不予支付.xlsx,“中药饮片单复方均不予支付”规则对应知识点明细,payment_scope_limit,42,5,4,"[""序号"", ""中药饮片名称"", ""中药饮片代码（供参考）"", ""检出逻辑"", ""逻辑依据（国家医保支付政策）""]","{""item_name"": [""中药饮片名称""], ""item_code"": [""中药饮片代码（供参考）""]}","[[""1"", ""阿胶"", ""T001700233"", ""不得纳入基金支付范围的中药饮片"", ""不得纳入基金支付范围的中药饮片""], [""2"", ""白糖参"", ""T001700024"", ""不得纳入基金支付范围的中药饮片"", ""不得纳入基金支付范围的中药饮片""], [""3"", ""朝鲜红参"", ""T001700109"", ""不得纳入基金支付范围的中药饮片"", ""不得纳入基金支付范围的中药饮片""], [""4"", ""穿山甲"", ""T001200128"", ""不得纳入基金支付范围的中药饮片"", ""不得纳入基金支付范围的中药饮片""], [""5"", ""醋山甲"", ""T001200156"", ""不得纳入基金支付范围的中药饮片"", ""不得纳入基金支付范围的中药饮片""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十一批-2_中药饮片单方使用不予支付.xlsx,“中药饮片单方使用不予支付”规则对应知识点明细,payment_scope_limit,121,5,4,"[""序号"", ""中药饮片名称"", ""中药饮片代码（供参考）"", ""检出逻辑"", ""逻辑依据（国家医保支付政策）""]","{""item_name"": [""中药饮片名称""], ""item_code"": [""中药饮片代码（供参考）""]}","[[""1"", ""丁香"", ""T000700200"", ""单独使用时统筹基金不予支付，且全部由这些饮片组成的处方统筹基金也不予支付。"", ""单独使用时统筹基金不予支付，且全部由这些饮片组成的处方统筹基金也不予支付。""], [""2"", ""人参片"", ""T001700643"", ""单独使用时统筹基金不予支付，且全部由这些饮片组成的处方统筹基金也不予支付。"", ""单独使用时统筹基金不予支付，且全部由这些饮片组成的处方统筹基金也不予支付。""], [""3"", ""八角茴香"", ""T000700035"", ""单独使用时统筹基金不予支付，且全部由这些饮片组成的处方统筹基金也不予支付。"", ""单独使用时统筹基金不予支付，且全部由这些饮片组成的处方统筹基金也不予支付。""], [""4"", ""刀豆"", ""T000800179"", ""单独使用时统筹基金不予支付，且全部由这些饮片组成的处方统筹基金也不予支付。"", ""单独使用时统筹基金不予支付，且全部由这些饮片组成的处方统筹基金也不予支付。""], [""5"", ""三七粉"", ""T001100659"", ""单独使用时统筹基金不予支付，且全部由这些饮片组成的处方统筹基金也不予支付。"", ""单独使用时统筹基金不予支付，且全部由这些饮片组成的处方统筹基金也不予支付。""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十七批_药品限适应症_抗肿瘤免疫及肌肉骨骼.xlsx,“药品限适应症”规则对应知识点明细,indication_limit,233,5,4,"[""序号"", ""药品通用名"", ""检出逻辑"", ""逻辑依据（2025版国家药品目录备注）"", ""知识点对应药品代码数量""]","{""item_name"": [""药品通用名""], ""rule_condition"": [""逻辑依据（2025版国家药品目录备注）""], ""item_code"": [""知识点对应药品代码数量""]}","[[""1"", ""阿贝西利片"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限：1.联合内分泌治疗(他莫昔芬或芳香化酶抑制剂)用于激素受体(HR)阳性、人表皮生长因子受体2(HER2)阴性、淋巴结阳性，高复发风险的早期乳腺癌成人患者的辅助治疗；2.激素受体(HR)阳性、人表皮生长因子受体2(HER2)阴性的局部晚期或转移性乳腺癌：与芳香化酶抑制剂联合使用作为绝经后女性患者的初始内分泌治疗；与氟维司群联合用于既往曾接受内分泌治疗后出现疾病进展的患者。"", ""3""], [""2"", ""阿伐替尼片"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限携带血小板衍生生长因子受体α(PDGFRA)外显子18突变(包括PDGFRA D842V突变)的不可切除或转移性胃肠道间质瘤(GIST)成人患者。"", ""4""], [""3"", ""阿可替尼胶囊"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限：1.既往至少接受过一种治疗的成人慢性淋巴细胞白血病(CLL)/小淋巴细胞淋巴瘤(SLL)患者；2.既往至少接受过一种治疗的成人套细胞淋巴瘤(MCL)患者。"", ""1""], [""4"", ""阿帕他胺片"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限：1.转移性内分泌治疗敏感性前列腺癌(mHSPC)成年患者；2.有高危转移风险的非转移性去势抵抗性前列腺癌(NM-CRPC)成年患者。"", ""3""], [""5"", ""阿普米司特片"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限符合接受光疗或系统性治疗指征的中度至重度斑块状银屑病的成人患者。"", ""75""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十七批_药品限适应症_抗肿瘤免疫及肌肉骨骼.xlsx,“药品限适应症”知识点对应药品代码,indication_limit,961,4,4,"[""对应知识点序号"", ""药品通用名"", ""序号"", ""药品代码""]","{""item_name"": [""药品通用名""], ""item_code"": [""药品代码""]}","[[""1"", ""阿贝西利片"", ""1"", ""XL01EFA343A001010178403""], ["""", """", ""2"", ""XL01EFA343A001020178403""], ["""", """", ""3"", ""XL01EFA343A001030178403""], [""2"", ""阿伐替尼片"", ""1"", ""XL01EXA350A001010183095""], ["""", """", ""2"", ""XL01EXA350A001010183503""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十三批_药品限适应症_血液和造血器官.xlsx,“药品限适应症”规则对应知识点明细,indication_limit,71,5,4,"[""序号"", ""药品通用名"", ""检出逻辑"", ""逻辑依据（2025版国家药品目录备注）"", ""知识点对应药品代码数量""]","{""item_name"": [""药品通用名""], ""rule_condition"": [""逻辑依据（2025版国家药品目录备注）""], ""item_code"": [""知识点对应药品代码数量""]}","[[""1"", ""ω-3鱼油脂肪乳注射液"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限重度炎症及感染的患者。需经营养风险筛查,明确具有营养风险,且不能经饮食或使用\""肠内营养剂\""补充足够营养的住院患者方予支付。"", ""3""], [""2"", ""艾曲泊帕乙醇胺片"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限：1.既往对糖皮质激素、免疫球蛋白等治疗反应不佳的成人和6岁及以上儿童慢性免疫性(特发性)血小板减少症(ITP)患者；2.既往对免疫抑制治疗缓解不充分的重型再生障碍性贫血(SAA)患者。"", ""24""], [""3"", ""氨基己酸氯化钠注射液"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限治疗血纤维蛋白溶解亢进引起出血的患者。"", ""1""], [""4"", ""氨基己酸注射液"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限治疗血纤维蛋白溶解亢进引起出血的患者。"", ""47""], [""5"", ""奥扎格雷氨丁三醇注射用浓溶液"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限新发的急性血栓性脑梗死，支付不超过14天。"", ""2""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十三批_药品限适应症_血液和造血器官.xlsx,“药品限适应症”知识点对应药品代码,indication_limit,1300,4,4,"[""对应知识点序号"", ""药品通用名"", ""序号"", ""药品代码""]","{""item_name"": [""药品通用名""], ""item_code"": [""药品代码""]}","[[""1"", ""ω-3鱼油脂肪乳注射液"", ""1"", ""XB05BAU005B002010101415""], ["""", """", ""2"", ""XB05BAU005B002010102180""], ["""", """", ""3"", ""XB05BAU005B002020101415""], [""2"", ""艾曲泊帕乙醇胺片"", ""1"", ""XB02BXA307A001010101397""], ["""", """", ""2"", ""XB02BXA307A001010101425""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十二批_药品限适应症_消化道和代谢.xlsx,“药品限适应症”规则对应知识点明细,indication_limit,62,5,4,"[""序号"", ""药品通用名"", ""检出逻辑"", ""逻辑依据（2025版国家药品目录备注）"", ""知识点对应药品代码数量""]","{""item_name"": [""药品通用名""], ""rule_condition"": [""逻辑依据（2025版国家药品目录备注）""], ""item_code"": [""知识点对应药品代码数量""]}","[[""1"", ""阿加糖酶α注射用浓溶液"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限法布雷病(α-半乳糖苷酶A缺乏症)患者的长期酶替代治疗，适用于成人、儿童和青少年。尚未确定本品在0-6岁儿童中的安全性和有效性。"", ""1""], [""2"", ""阿瑞匹坦注射液"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限放化疗。"", ""6""], [""3"", ""艾地骨化醇软胶囊"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限绝经后女性骨质疏松症。"", ""62""], [""4"", ""艾普拉唑肠溶片"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限有十二指肠溃疡、反流性食管炎诊断患者的二线用药。"", ""6""], [""5"", ""艾塞那肽注射液"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限2型糖尿病。"", ""6""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十二批_药品限适应症_消化道和代谢.xlsx,“药品限适应症”知识点对应药品代码,indication_limit,637,4,4,"[""对应知识点序号"", ""药品通用名"", ""序号"", ""药品代码""]","{""item_name"": [""药品通用名""], ""item_code"": [""药品代码""]}","[[""1"", ""阿加糖酶α注射用浓溶液"", ""1"", ""XA16ABA345B004010183140""], [""2"", ""阿瑞匹坦注射液"", ""1"", ""XA04ADA285B002010102180""], ["""", """", ""2"", ""XA04ADA285B002010102777""], ["""", """", ""3"", ""XA04ADA285B002010104021""], ["""", """", ""4"", ""XA04ADA285B002010105847""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十五批_药品限适应症_皮肤泌尿生殖及激素.xlsx,“药品限适应症”规则对应知识点明细,indication_limit,39,5,4,"[""序号"", ""药品通用名"", ""检出逻辑"", ""逻辑依据（2025版国家药品目录备注）"", ""知识点对应药品代码数量""]","{""item_name"": [""药品通用名""], ""rule_condition"": [""逻辑依据（2025版国家药品目录备注）""], ""item_code"": [""知识点对应药品代码数量""]}","[[""1"", ""阿布昔替尼片"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限其他系统治疗(如激素或生物制剂)应答不佳或不适宜上述治疗的难治性、中重度特应性皮炎成人和12岁及以上青少年患者。"", ""6""], [""2"", ""本维莫德乳膏"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限成人轻至中度稳定性寻常型银屑病的局部治疗。"", ""2""], [""3"", ""吡美莫司乳膏"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限轻中度特应性皮炎患者的二线用药。"", ""7""], [""4"", ""布地奈德肠溶胶囊"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限具有进展风险的原发性免疫球蛋白A肾病(IgAN)成人患者。"", ""2""], [""5"", ""醋酸氟氢可的松片"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限失盐型先天性肾上腺皮质增生症(CAH)及失盐型原发慢性肾上腺皮质功能减退症(Addison病)。"", ""2""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十五批_药品限适应症_皮肤泌尿生殖及激素.xlsx,“药品限适应症”知识点对应药品代码,indication_limit,459,4,4,"[""对应知识点序号"", ""药品通用名"", ""序号"", ""药品代码""]","{""item_name"": [""药品通用名""], ""item_code"": [""药品代码""]}","[[""1"", ""阿布昔替尼片"", ""1"", ""XD11AHA379A001010178718""], ["""", """", ""2"", ""XD11AHA379A001020178718""], ["""", """", ""3"", ""XD11AHA379A001030178718""], ["""", """", ""4"", ""XD11AHA379A001040178718""], ["""", """", ""5"", ""XD11AHA379A001050178718""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十八批_药品限适应症_神经系统.xlsx,“药品限适应症”规则对应知识点明细,indication_limit,54,5,4,"[""序号"", ""药品通用名"", ""检出逻辑"", ""逻辑依据（2025版国家药品目录备注）"", ""知识点对应药品代码数量""]","{""item_name"": [""药品通用名""], ""rule_condition"": [""逻辑依据（2025版国家药品目录备注）""], ""item_code"": [""知识点对应药品代码数量""]}","[[""1"", ""安瑞克芬注射液"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限腹部手术后的轻、中度疼痛。"", ""2""], [""2"", ""氨吡啶缓释片"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限多发性硬化合并步行障碍(EDSS评分4-7分)的成年患者。"", ""1""], [""3"", ""氨己烯酸口服溶液用散"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限婴儿痉挛症。"", ""6""], [""4"", ""苯磺酸克利加巴林胶囊"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限：1.治疗成人糖尿病性周围神经病理性疼痛；2.带状疱疹后神经痛。"", ""1""], [""5"", ""苯磺酸美洛加巴林片"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限成人糖尿病性周围神经病理性疼痛。"", ""2""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十八批_药品限适应症_神经系统.xlsx,“药品限适应症”知识点对应药品代码,indication_limit,506,4,4,"[""对应知识点序号"", ""药品通用名"", ""序号"", ""药品代码""]","{""item_name"": [""药品通用名""], ""item_code"": [""药品代码""]}","[[""1"", ""安瑞克芬注射液"", ""1"", ""XN02AXA423B002010183791""], ["""", """", ""2"", ""XN02AXA423B002010283791""], [""2"", ""氨吡啶缓释片"", ""1"", ""XN07XXA364A010010178242""], [""3"", ""氨己烯酸口服溶液用散"", ""1"", ""XN03AGA357P001010102181""], ["""", """", ""2"", ""XN03AGA357P001010178377""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十六批_药品限适应症_全身用抗感染药物.xlsx,“药品限适应症”规则对应知识点明细,indication_limit,87,5,4,"[""序号"", ""药品通用名"", ""检出逻辑"", ""逻辑依据（2025版国家药品目录备注）"", ""知识点对应药品代码数量""]","{""item_name"": [""药品通用名""], ""rule_condition"": [""逻辑依据（2025版国家药品目录备注）""], ""item_code"": [""知识点对应药品代码数量""]}","[[""1"", ""阿泰特韦片/利托那韦片组合包装"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限轻中度新型冠状病毒感染(COVID-19)的成年患者。"", ""1""], [""2"", ""艾考恩丙替片"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限艾滋病病毒感染。"", ""1""], [""3"", ""艾米替诺福韦片"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限慢性乙型肝炎成人患者。"", ""2""], [""4"", ""艾诺米替片"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限艾滋病病毒感染。"", ""1""], [""5"", ""艾诺韦林片"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限艾滋病病毒感染。"", ""1""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十六批_药品限适应症_全身用抗感染药物.xlsx,“药品限适应症”知识点对应药品代码,indication_limit,719,4,4,"[""对应知识点序号"", ""药品通用名"", ""序号"", ""药品代码""]","{""item_name"": [""药品通用名""], ""item_code"": [""药品代码""]}","[[""1"", ""阿泰特韦片/利托那韦片组合包装"", ""1"", ""XJ05AXA401A001010184739""], [""2"", ""艾考恩丙替片"", ""1"", ""XJ05ARA315A001010178451""], [""3"", ""艾米替诺福韦片"", ""1"", ""XJ05AFA353A001010183096""], ["""", """", ""2"", ""XJ05AFA353A001010283096""], [""4"", ""艾诺米替片"", ""1"", ""XJ05ARA383A001010181452""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十四批_药品限适应症_心血管系统.xlsx,“药品限适应症”规则对应知识点明细,indication_limit,48,5,4,"[""序号"", ""药品通用名"", ""检出逻辑"", ""逻辑依据（2025版国家药品目录备注）"", ""知识点对应药品代码数量""]","{""item_name"": [""药品通用名""], ""rule_condition"": [""逻辑依据（2025版国家药品目录备注）""], ""item_code"": [""知识点对应药品代码数量""]}","[[""1"", ""阿利沙坦酯氨氯地平片"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限原发性高血压。"", ""3""], [""2"", ""阿利沙坦酯片"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限轻、中度原发性高血压。"", ""4""], [""3"", ""氨氯地平叶酸片(Ⅱ)"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限伴有血浆同型半胱氨酸水平升高的原发性高血压。"", ""6""], [""4"", ""昂戈瑞西单抗注射液"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限接受中等或以上剂量他汀类药物治疗，仍无法达到低密度脂蛋白胆固醇(LDL-C)目标的原发性高胆固醇血症(包括杂合子型家族性和非家族性高胆固醇血症)和混合型血脂异常的成人患者；或在他汀类药物不耐受或禁忌使用的患者中，单独或与依折麦布联合用药用于非家族性高胆固醇血症和混合型血脂异常的成人患者。"", ""2""], [""5"", ""波生坦分散片"", ""使用药品的疾病诊断不符合限定支付适应症"", ""限3-12岁特发性或先天性肺动脉高压患者。"", ""2""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十四批_药品限适应症_心血管系统.xlsx,“药品限适应症”知识点对应药品代码,indication_limit,1012,4,4,"[""对应知识点序号"", ""药品通用名"", ""序号"", ""药品代码""]","{""item_name"": [""药品通用名""], ""item_code"": [""药品代码""]}","[[""1"", ""阿利沙坦酯氨氯地平片"", ""1"", ""XC09DBA407A001010100553""], ["""", """", ""2"", ""XC09DBA407A001010200553""], ["""", """", ""3"", ""XC09DBA407A001010300553""], [""2"", ""阿利沙坦酯片"", ""1"", ""XC09CAA284A001010100553""], ["""", """", ""2"", ""XC09CAA284A001010200553""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十批_超互联网医院药品支付范围.xlsx,“超互联网医院药品支付范围”规则对应知识点明细,encounter_type_limit,27,5,4,"[""序号"", ""药品通用名"", ""检出逻辑"", ""逻辑依据（国卫医发〔2018〕25号）"", ""知识点对应              药品代码数量""]","{""item_name"": [""药品通用名""], ""item_code"": [""知识点对应              药品代码数量""]}","[[""1"", ""芬太尼透皮贴剂"", ""互联网诊疗时开具麻醉药品精神药品"", ""医疗机构开展互联网诊疗活动时，不得开具麻醉药品、精神药品等特殊管理药品的处方。"", ""11""], [""2"", ""枸橼酸芬太尼注射液"", ""互联网诊疗时开具麻醉药品精神药品"", ""医疗机构开展互联网诊疗活动时，不得开具麻醉药品、精神药品等特殊管理药品的处方。"", ""15""], [""3"", ""枸橼酸舒芬太尼注射液"", ""互联网诊疗时开具麻醉药品精神药品"", ""医疗机构开展互联网诊疗活动时，不得开具麻醉药品、精神药品等特殊管理药品的处方。"", ""22""], [""4"", ""酒石酸双氢可待因片"", ""互联网诊疗时开具麻醉药品精神药品"", ""医疗机构开展互联网诊疗活动时，不得开具麻醉药品、精神药品等特殊管理药品的处方。"", ""2""], [""5"", ""磷酸可待因片"", ""互联网诊疗时开具麻醉药品精神药品"", ""医疗机构开展互联网诊疗活动时，不得开具麻醉药品、精神药品等特殊管理药品的处方。"", ""4""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第十批_超互联网医院药品支付范围.xlsx,“超互联网医院药品支付范围”知识点对应药品代码,encounter_type_limit,236,4,2,"[""对应知识点序号"", ""药品通用名"", ""序号"", ""药品代码""]","{""item_name"": [""药品通用名""], ""item_code"": [""药品代码""]}","[[""1"", ""芬太尼透皮贴剂"", ""1"", ""XN02ABF027V002010101389""], ["""", """", ""2"", ""XN02ABF027V002010102529""], ["""", """", ""3"", ""XN02ABF027V002010103050""], ["""", """", ""4"", ""XN02ABF027V002010201389""], ["""", """", ""5"", ""XN02ABF027V002010203050""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第四批_药品限就医方式.xlsx,“药品限就医方式”规则对应知识点明细,encounter_type_limit,40,5,4,"[""序号"", ""药品通用名"", ""检出逻辑"", ""逻辑依据（2024版国家药品目录备注）"", ""知识点对应              药品代码数量""]","{""item_name"": [""药品通用名""], ""rule_condition"": [""逻辑依据（2024版国家药品目录备注）""], ""item_code"": [""知识点对应              药品代码数量""]}","[[""1"", ""ω-3甘油三酯(2%)中/长链脂肪乳/氨基酸(16)/葡萄糖(36%)注射液"", ""使用药品的就医方式不符合限定就医方式"", ""需经营养风险筛查，明确具有营养风险，且不能经饮食或“肠内营养剂”补充足够营养的住院患者方予支付。"", ""6""], [""2"", ""ω-3鱼油脂肪乳注射液"", ""使用药品的就医方式不符合限定就医方式"", ""限重度炎症及感染的患者。需经营养风险筛查，明确具有营养风险，且不能经饮食或使用“肠内营养剂”补充足够营养的住院患者方予支付。"", ""3""], [""3"", ""ω-3鱼油中/长链脂肪乳注射液"", ""使用药品的就医方式不符合限定就医方式"", ""需经营养风险筛查，明确具有营养风险，且不能经饮食或使用“肠内营养剂”补充足够营养的住院患者方予支付。"", ""11""], [""4"", ""安宫牛黄丸"", ""使用药品的就医方式不符合限定就医方式"", ""限急诊或住院患者。"", ""207""], [""5"", ""多种油脂肪乳注射液(C6～24)"", ""使用药品的就医方式不符合限定就医方式"", ""需经营养风险筛查，明确具有营养风险，且不能经饮食或“肠内营养剂”补充足够营养的住院患者方予支付。"", ""4""]]"
国家医保智能监管两库_官方公开附件_截至2026-07-10/第四批_药品限就医方式.xlsx,“药品限就医方式”知识点对应药品代码,encounter_type_limit,740,4,2,"[""对应知识点序号"", ""药品通用名"", ""序号"", ""药品代码""]","{""item_name"": [""药品通用名""], ""item_code"": [""药品代码""]}","[[""1"", ""ω-3甘油三酯(2%)中/长链脂肪乳/氨基酸(16)/葡萄糖(36%)注射液"", ""1"", ""XB05BAU012B002010102180""], ["""", """", ""2"", ""XB05BAU012B002010202180""], ["""", """", ""3"", ""XB05BAU012B002010302180""], ["""", """", ""4"", ""XB05BAU012B002020102180""], ["""", """", ""5"", ""XB05BAU012B002020202180""]]"
